index,zone,type,type,name,usage(KB),total(KB)
91,mp_gasworking,  xmodel,xmodel,head_mp_arab_regular_ski_mask,108.7,109.0
92,mp_gasworking,  xmodel,xmodel,body_mp_arab_regular_assault,339.4,339.4
93,mp_gasworking,  xmodel,xmodel,head_mp_arab_regular_suren,184.9,185.2
94,mp_gasworking,  xmodel,xmodel,body_mp_arab_regular_support,271.9,271.9
95,mp_gasworking,  xmodel,xmodel,head_mp_arab_regular_asad,179.5,179.7
96,mp_gasworking,  rawfile,rawfile,maps/mp/_explosive_barrels.gsc,10.9,10.9
97,mp_gasworking,  xmodel,xmodel,com_barrel_piece,80.4,80.6
98,mp_gasworking,  xmodel,xmodel,com_barrel_piece2,67.8,67.8
99,mp_gasworking,  fx,fx,props/barrel_ignite,4.1,4.2
100,mp_gasworking,  fx,fx,props/barrel_fire_top,1.1,1.2
101,mp_gasworking,assetlist,assetlist,,3.6,11298.4
102,mp_gasworking,material,material,(misc),12.4,12.4
103,mp_gasworking,techset,techset,(misc),2.9,2.9
104,mp_gasworking,image,image,(misc),5.2,5.2
105,mp_gasworking,sound,sound,(misc),35.5,35.5
106,mp_gasworking,loaded_sound,loaded_sound,(misc),2.5,2.5
107,mp_gasworking,fx,fx,(misc),4.6,4.6
108,mp_gasworking,rawfile,rawfile,(misc),2.4,2.4
