index,zone,type,type,name,usage(KB),total(KB)
67,mp_escape_factory,  xmodel,xmodel,com_restaurantkitchentable_2,41.1,41.3
68,mp_escape_factory,  xmodel,xmodel,com_restaurantstainlessteelshelf_02,63.7,64.0
69,mp_escape_factory,  techset,techset,sm2/mc_unlit_replace,1.8,1.8
70,mp_escape_factory,  techset,techset,mc_unlit_replace,1.6,1.6
71,mp_escape_factory,  xmodel,xmodel,com_laptop_open,35.5,36.0
72,mp_escape_factory,  xmodel,xmodel,com_laptop_close,33.6,33.6
73,mp_escape_factory,  xmodel,xmodel,icbm_turbofan50,23.2,23.5
74,mp_escape_factory,  xmodel,xmodel,com_plasticcase_black_big,327.9,328.2
75,mp_escape_factory,  techset,techset,sm2/wc_l_sm_r0c0s0,15.5,15.5
76,mp_escape_factory,  techset,techset,sm2/wc_l_hsm_r0c0,8.2,8.2
77,mp_escape_factory,  techset,techset,wc_l_sm_r0c0s0,26.6,26.6
78,mp_escape_factory,  techset,techset,wc_l_sm_r0c0,13.6,13.6
79,mp_escape_factory,  techset,techset,wc_l_hsm_r0c0,9.4,9.4
80,mp_escape_factory,  techset,techset,wc_l_hsm_r0c0s0,9.2,9.2
81,mp_escape_factory,  techset,techset,sm2/wc_water,3.0,3.0
82,mp_escape_factory,  techset,techset,wc_water,2.9,2.9
83,mp_escape_factory,  techset,techset,sm2/wc_l_sm_r0c0n0s0,14.0,14.0
84,mp_escape_factory,  techset,techset,sm2/wc_l_hsm_r0c0n0,9.8,9.8
85,mp_escape_factory,  techset,techset,wc_l_sm_r0c0n0s0,26.5,26.5
86,mp_escape_factory,  techset,techset,wc_l_sm_r0c0n0,16.1,16.1
87,mp_escape_factory,  techset,techset,wc_l_hsm_r0c0n0,10.9,10.9
88,mp_escape_factory,  techset,techset,wc_l_hsm_r0c0n0s0,10.4,10.4
89,mp_escape_factory,    material,material,wc/aftermath_water,48.2,48.2
90,mp_escape_factory,  gfx_map,gfx_map,maps/mp/mp_escape_factory.d3dbsp,4404.6,4458.5
91,mp_escape_factory,    map_ents,map_ents,maps/mp/mp_escape_factory.d3dbsp,19.0,19.0
92,mp_escape_factory,  col_map_sp,col_map_sp,maps/mp/mp_escape_factory.d3dbsp,796.6,815.6
93,mp_escape_factory,  rawfile,rawfile,maps/mp/mp_escape_factory.gsc,7.1,7.1
94,mp_escape_factory,  impactfx,impactfx,,1.5,1.5
95,mp_escape_factory,  sound,sound,artillery_explosion,1.2,1.2
96,mp_escape_factory,  sound,sound,elm_metal_rattle,1.2,1.2
97,mp_escape_factory,  sound,sound,mortar_incoming,1.6,1.6
98,mp_escape_factory,  sound,sound,generic_death_arab_4,1.1,1.1
99,mp_escape_factory,  rawfile,rawfile,maps/mp/steam_pipes.gsc,1.6,1.6
100,mp_escape_factory,  fx,fx,smoke/steam_jet_med,2.9,2.9
101,mp_escape_factory,assetlist,assetlist,,3.6,10497.6
102,mp_escape_factory,material,material,(misc),13.8,13.8
103,mp_escape_factory,techset,techset,(misc),1.8,1.8
104,mp_escape_factory,image,image,(misc),5.0,5.0
105,mp_escape_factory,sound,sound,(misc),36.0,36.0
106,mp_escape_factory,loaded_sound,loaded_sound,(misc),2.5,2.5
107,mp_escape_factory,fx,fx,(misc),3.1,3.1
