index,type,type,name,usage(KB),total(KB)
114,  xmodel,xmodel,kc_weapon_sa1911,152.7,152.9
115,  xmodel,xmodel,kc_weapon_sa1911_w,152.2,152.2
116,  xmodel,xmodel,kc_weapon_mk22,129.6,130.8
117,  xmodel,xmodel,kc_weapon_mk22_w,123.6,123.6
118,  xmodel,xmodel,kc_weapon_57,153.7,154.2
119,  xmodel,xmodel,kc_weapon_57_w,149.8,149.8
120,  xmodel,xmodel,kc_weapon_kimber,197.3,197.9
121,  xmodel,xmodel,kc_weapon_kimber_w,196.5,196.5
122,  xmodel,xmodel,viewmodel_mw2_magnum,74.6,74.8
123,  xmodel,xmodel,worldmodel_mw2_magnum,39.0,39.0
124,  xanim,xanim,viewmodel_mw2_magnum_fire,2.8,2.8
125,  xanim,xanim,viewmodel_mw2_magnum_idle,1.6,1.6
126,  xanim,xanim,viewmodel_mw2_magnum_pullout,7.7,7.7
127,  xanim,xanim,viewmodel_mw2_magnum_putaway,7.2,7.2
128,  xanim,xanim,viewmodel_mw2_magnum_reload,30.2,30.2
129,  xanim,xanim,viewmodel_mw2_magnum_sprint_in,3.2,3.2
130,  xanim,xanim,viewmodel_mw2_magnum_sprint_loop,4.0,4.0
131,  xanim,xanim,viewmodel_mw2_magnum_sprint_out,3.2,3.2
132,  xmodel,xmodel,viewmodel_glock_mw2,58.8,59.0
133,  xmodel,xmodel,viewmodel_glock_mw2_silencer,9.4,9.7
134,  xmodel,xmodel,weapon_glock_mp,17.0,17.0
135,  xmodel,xmodel,weapon_glock_silencer,2.6,2.6
136,  xmodel,xmodel,kc_weapon_t850,328.7,330.0
137,  xmodel,xmodel,kc_weapon_t850_w,301.7,301.7
138,  fx,fx,muzzleflashes/saw_flshview_a,6.1,6.4
139,  fx,fx,muzzleflashes/saw_flshview_b,6.1,6.1
140,  fx,fx,muzzleflashes/saw_flshview_c,1.1,1.1
141,  fx,fx,muzzleflashes/saw_flshview_d,6.1,6.1
142,  techset,techset,sm2/distortion_scale_zfeather,2.2,2.2
143,  techset,techset,sm2/distortion_scale,1.8,1.8
144,  techset,techset,distortion_scale_zfeather,2.0,2.0
145,  techset,techset,distortion_scale,1.8,1.8
146,  fx,fx,muzzleflashes/saw_flash_wv_a,6.6,6.7
147,  fx,fx,muzzleflashes/saw_flash_wv_b,6.6,6.6
148,  fx,fx,muzzleflashes/saw_flash_wv_c,6.6,6.6
149,  xanim,xanim,saw_gunner_idle,6.0,6.0
150,  xmodel,xmodel,weapon_saw_mg_setup,117.8,118.1
151,  xmodel,xmodel,bc_hesco_barrier_sm,16.1,16.7
152,  xmodel,xmodel,escape_body_skulls,224.7,224.9
153,  xmodel,xmodel,escape_body_raam,293.9,294.0
154,  xmodel,xmodel,escape_body_max,119.0,119.1
155,  xanim,xanim,viewmodel_ray_gun_drop,3.3,3.3
156,  xanim,xanim,viewmodel_ray_gun_fire,2.8,2.8
157,  xanim,xanim,viewmodel_ray_gun_idle,1.7,1.7
158,  xanim,xanim,viewmodel_ray_gun_quick_drop,2.7,2.7
159,  xanim,xanim,viewmodel_ray_gun_quick_raise,2.7,2.7
160,  xanim,xanim,viewmodel_ray_gun_raise,3.3,3.3
161,  xmodel,xmodel,tom_axe_model,48.5,48.8
162,  xmodel,xmodel,tom_axe_model_world,38.7,38.7
163,  xanim,xanim,tom_axe_idle,2.1,2.1
164,  xanim,xanim,tom_axe_fire,5.5,5.5
165,  xanim,xanim,tom_axe_pullout,4.9,4.9
166,  xanim,xanim,tom_axe_drop_long,9.0,9.0
167,  xmodel,xmodel,tom_katana_model,13.0,13.1
168,  xmodel,xmodel,tom_katana_model_world,11.8,11.8
169,  xanim,xanim,tom_katana_idle,1.5,1.5
170,  xanim,xanim,tom_katana_fire,3.8,3.8
171,  xanim,xanim,tom_katana_pullout,4.1,4.1
172,  xanim,xanim,tom_katana_drop,10.1,10.1
173,  xmodel,xmodel,tom_shovel_model,8.9,9.2
174,  xmodel,xmodel,tom_shovel_model_world,7.2,7.2
175,  xanim,xanim,tom_shovel_idle,2.1,2.1
176,  xanim,xanim,tom_shovel_fire,4.9,4.9
177,  xanim,xanim,tom_shovel_pullout,4.6,4.6
178,  xanim,xanim,tom_shovel_drop,4.1,4.1
179,assetlist,assetlist,,44.9,6628.0
180,material,material,(misc),15.6,15.6
181,techset,techset,(misc),5.7,5.7
182,image,image,(misc),4.8,4.8
183,sound,sound,(misc),2.9,2.9
184,menu,menu,(misc),7.6,7.6
185,localize,localize,(misc),10.1,10.1
186,fx,fx,(misc),2.9,2.9
187,rawfile,rawfile,(misc),3.2,3.2
