index,type,type,name,usage(KB),total(KB)
51,  techset,techset,sm2/wc_l_sm_t0c0,7.8,7.8
52,  techset,techset,sm2/wc_l_hsm_t0c0,5.7,5.7
53,  techset,techset,sm2/wc_l_hsm_t0c0n0,5.2,5.2
54,  techset,techset,wc_l_sm_t0c0n0s0,19.1,19.1
55,  techset,techset,wc_l_sm_t0c0,13.4,13.4
56,  techset,techset,wc_l_sm_t0c0s0,14.7,14.7
57,  techset,techset,wc_l_sm_t0c0n0,12.2,12.2
58,  techset,techset,wc_l_hsm_t0c0,7.1,7.1
59,  techset,techset,wc_l_hsm_t0c0s0,7.7,7.7
60,  techset,techset,wc_l_hsm_t0c0n0,6.8,6.8
61,  techset,techset,wc_l_hsm_t0c0n0s0,8.6,8.6
62,  gfx_map,gfx_map,maps/mp/mp_deathrun_crazy.d3dbsp,9265.1,9270.9
63,    map_ents,map_ents,maps/mp/mp_deathrun_crazy.d3dbsp,21.5,21.5
64,  col_map_sp,col_map_sp,maps/mp/mp_deathrun_crazy.d3dbsp,673.5,695.0
65,  impactfx,impactfx,,1.5,1.5
66,  fx,fx,misc/fire21,2.3,2.4
67,  fx,fx,misc/fire22,2.3,2.3
68,  fx,fx,misc/playerfire,2.2,2.2
69,  fx,fx,smoke/player_smoke,1.4,1.4
70,  sound,sound,artillery_explosion,1.2,1.2
71,  sound,sound,elm_metal_rattle,1.2,1.2
72,  sound,sound,mortar_incoming,1.6,1.6
73,  sound,sound,generic_death_arab_4,1.1,1.1
74,  sound,sound,pain_1,1.4,1.4
75,  sound,sound,weap_suitcase_button_press_plr,0.9,1.2
76,  xmodel,xmodel,body_mp_usmc_specops,411.4,411.9
77,  xmodel,xmodel,head_mp_usmc_tactical_mich_stripes_nomex,246.9,247.8
78,  xmodel,xmodel,body_mp_usmc_sniper,309.8,309.8
79,  xmodel,xmodel,head_mp_usmc_tactical_baseball_cap,181.7,182.0
80,  xmodel,xmodel,body_mp_usmc_recon,395.9,395.9
81,  xmodel,xmodel,head_mp_usmc_nomex,167.1,167.1
82,  xmodel,xmodel,body_mp_usmc_assault,397.0,397.0
83,  xmodel,xmodel,head_mp_usmc_tactical_mich,286.0,286.6
84,  xmodel,xmodel,body_mp_usmc_support,361.7,361.7
85,  xmodel,xmodel,head_mp_usmc_shaved_head,208.1,208.4
86,  xmodel,xmodel,body_mp_arab_regular_cqb,350.1,350.6
87,  xmodel,xmodel,head_mp_arab_regular_headwrap,150.8,151.1
88,  xmodel,xmodel,viewhands_desert_opfor,162.1,162.8
89,  xmodel,xmodel,body_mp_arab_regular_sniper,309.4,309.7
90,  xmodel,xmodel,head_mp_arab_regular_sadiq,176.1,176.4
91,  xmodel,xmodel,body_mp_arab_regular_engineer,382.9,383.1
92,  xmodel,xmodel,head_mp_arab_regular_ski_mask,108.7,109.0
93,  xmodel,xmodel,body_mp_arab_regular_assault,339.4,339.4
94,  xmodel,xmodel,head_mp_arab_regular_suren,184.9,185.2
95,  xmodel,xmodel,body_mp_arab_regular_support,271.9,271.9
96,  xmodel,xmodel,head_mp_arab_regular_asad,179.5,179.7
97,  rawfile,rawfile,maps/mp/mp_deathrun_crazy.gsc,2.6,2.6
98,  rawfile,rawfile,maps/mp/mp_deathrun_crazy/rat/mp_deathrun_crazy_otrava.gsc,1.9,1.9
99,  rawfile,rawfile,maps/mp/mp_deathrun_crazy/rat/mp_deathrun_crazy_otrava_b.gsc,1.7,1.7
100,  rawfile,rawfile,maps/mp/mp_deathrun_crazy/rat/mp_deathrun_crazy_script.gsc,6.0,6.0
101,  rawfile,rawfile,maps/mp/mp_deathrun_crazy/rat/mp_deathrun_crazy_fire.gsc,3.7,3.7
102,  rawfile,rawfile,maps/mp/mp_deathrun_crazy/rat/mp_deathrun_crazy_special.gsc,1.5,1.5
103,  rawfile,rawfile,maps/mp/mp_deathrun_crazy/rat/mp_deathrun_crazy_weapons.gsc,1.9,1.9
104,  rawfile,rawfile,maps/mp/mp_deathrun_crazy/rat/mp_deathrun_crazy_door.gsc,6.1,6.1
105,  rawfile,rawfile,mp_deathrun_crazy,2.6,2.6
106,assetlist,assetlist,,9.6,17868.4
107,material,material,(misc),13.1,13.1
108,techset,techset,(misc),1.8,1.8
109,image,image,(misc),6.3,6.3
110,sound,sound,(misc),187.2,187.2
111,loaded_sound,loaded_sound,(misc),3.6,3.6
112,fx,fx,(misc),3.6,3.6
