index,type,type,name,usage(KB),total(KB)
102,  sound,sound,generic_death_arab_4,1.1,1.1
103,  xmodel,xmodel,body_mp_usmc_specops,411.4,411.9
104,  xmodel,xmodel,head_mp_usmc_tactical_mich_stripes_nomex,246.9,247.8
105,  xmodel,xmodel,body_mp_usmc_sniper,309.8,309.8
106,  xmodel,xmodel,head_mp_usmc_tactical_baseball_cap,182.5,183.0
107,  xmodel,xmodel,body_mp_usmc_recon,395.9,395.9
108,  xmodel,xmodel,head_mp_usmc_nomex,167.2,167.2
109,  xmodel,xmodel,body_mp_usmc_assault,397.0,397.0
110,  xmodel,xmodel,head_mp_usmc_tactical_mich,286.0,286.6
111,  xmodel,xmodel,body_mp_usmc_support,361.7,361.7
112,  xmodel,xmodel,head_mp_usmc_shaved_head,208.1,208.4
113,  xmodel,xmodel,body_mp_arab_regular_cqb,350.1,350.6
114,  xmodel,xmodel,head_mp_arab_regular_headwrap,150.8,151.1
115,  xmodel,xmodel,viewhands_desert_opfor,162.1,162.8
116,  xmodel,xmodel,body_mp_arab_regular_sniper,309.4,309.7
117,  xmodel,xmodel,head_mp_arab_regular_sadiq,176.1,176.4
118,  xmodel,xmodel,body_mp_arab_regular_engineer,382.9,383.1
119,  xmodel,xmodel,head_mp_arab_regular_ski_mask,108.7,109.0
120,  xmodel,xmodel,body_mp_arab_regular_assault,339.4,339.4
121,  xmodel,xmodel,head_mp_arab_regular_suren,184.9,185.2
122,  xmodel,xmodel,body_mp_arab_regular_support,271.9,271.9
123,  xmodel,xmodel,head_mp_arab_regular_asad,179.5,179.7
124,assetlist,assetlist,,3.8,23764.0
125,material,material,(misc),23.3,23.3
126,techset,techset,(misc),4.6,4.6
127,image,image,(misc),9.5,9.5
128,sound,sound,(misc),35.5,35.5
129,loaded_sound,loaded_sound,(misc),2.5,2.5
130,fx,fx,(misc),3.1,3.1
131,rawfile,rawfile,(misc),1.1,1.1
