index,type,type,name,usage(KB),total(KB)
41,  xmodel,xmodel,z_candlestick_tri,33.7,33.8
42,  xmodel,xmodel,z_ceremony_knife,52.2,52.4
43,  xmodel,xmodel,z_bone_saw,31.3,31.4
44,  xmodel,xmodel,z_castle_portcullis,17.5,17.7
45,  xmodel,xmodel,z_two_man_saw,34.9,35.1
46,  xmodel,xmodel,z_valve_wood,74.3,74.4
47,  xmodel,xmodel,z_barrel01,25.8,25.9
48,  xmodel,xmodel,z_rod_lever_machine,48.6,48.7
49,  xmodel,xmodel,z_chem_vial03,30.2,30.4
50,  xmodel,xmodel,z_deskpad,2.0,2.1
51,  xmodel,xmodel,z_button_simple,23.6,23.7
52,  xmodel,xmodel,z_candlestick02,32.3,32.4
53,  xmodel,xmodel,z_extraction_oven,43.5,43.6
54,  xmodel,xmodel,z_corpse_bloody,276.1,276.3
55,  xmodel,xmodel,z_cogwheel_large_broken,37.1,37.3
56,  xmodel,xmodel,foliage_ivy_corner01,21.7,21.7
57,  xmodel,xmodel,z_ladder_moveable,16.5,16.7
58,  xmodel,xmodel,z_bed_simple,35.6,35.8
59,  xmodel,xmodel,z_alexander,259.1,259.2
60,  xmodel,xmodel,z_bridge_torch,78.6,78.8
61,  xmodel,xmodel,z_butcher_knife,17.3,17.5
62,  xmodel,xmodel,z_crank_wheel,46.8,46.9
63,  xmodel,xmodel,z_poison_gland,29.6,29.7
64,  xmodel,xmodel,z_corpse_male_plague_cistern,289.0,289.2
65,  xmodel,xmodel,z_layout_board,11.5,11.6
66,  xmodel,xmodel,z_candlestick_floor,64.0,64.1
67,  xmodel,xmodel,z_servant_grunt,361.3,361.4
68,  xmodel,xmodel,z_level_engine,71.7,71.8
69,  xmodel,xmodel,z_chair_wood02,42.4,42.5
70,  xmodel,xmodel,z_pig_corpse,214.9,215.0
71,  xmodel,xmodel,z_chair_metal,31.0,31.1
72,  xmodel,xmodel,4gf_logo,515.1,515.6
73,  xmodel,xmodel,z_wood_box02,11.4,11.5
74,  xmodel,xmodel,z_wood_box01,4.9,5.1
75,  xmodel,xmodel,z_wood_box_small01,20.9,21.0
76,  xmodel,xmodel,4gf_logo_coliar,478.5,478.5
77,  xmodel,xmodel,4gf_logo_r3mien,473.9,473.9
78,  xmodel,xmodel,4gf_logo_petx,422.7,422.7
79,  xmodel,xmodel,4gf_logo_kolo,210.6,210.8
80,  xmodel,xmodel,z_bed_nice,100.6,100.7
81,  xmodel,xmodel,z_cabinet_metal,51.6,51.8
82,  xmodel,xmodel,z_bucket_of_tar,23.8,23.9
83,  xmodel,xmodel,z_broom,32.1,32.2
84,  xmodel,xmodel,z_chandelier_large,375.4,375.5
85,  xmodel,xmodel,z_chem_scale,53.6,53.7
86,  xmodel,xmodel,z_chemestry_shelf,72.5,72.6
87,  xmodel,xmodel,z_sketch_discet_human_worn,4.0,4.2
88,  xmodel,xmodel,z_stove_front02,54.2,54.3
89,  xmodel,xmodel,z_stuffed_bird,88.9,89.0
90,  xmodel,xmodel,z_cabinet_simple,42.3,42.4
91,  xmodel,xmodel,z_chest_of_drawers_simple,52.1,52.2
92,  xmodel,xmodel,z_cellar_wood01,60.9,61.0
93,  xmodel,xmodel,z_oil_barrel,50.9,51.1
94,  xmodel,xmodel,z_piano,100.8,100.9
95,  xmodel,xmodel,z_stuffed_dog,134.1,134.2
96,  xmodel,xmodel,z_paperpile03,28.0,28.1
97,  xmodel,xmodel,z_table_metal,46.0,46.1
98,  xmodel,xmodel,z_flask,18.9,19.0
99,  xmodel,xmodel,z_servantbrute,437.5,437.6
100,  xmodel,xmodel,z_funnel,19.0,19.1
101,  xmodel,xmodel,z_tongs,25.4,25.5
102,  xmodel,xmodel,z_test_tube_rack,30.3,30.4
103,  xmodel,xmodel,z_spider,92.1,92.3
104,  techset,techset,sm2/wc_l_sm_r0c0n0s0,19.3,19.3
105,  techset,techset,sm2/wc_l_sm_r0c0,11.6,11.6
106,  techset,techset,sm2/wc_l_hsm_r0c0,8.2,8.2
107,  techset,techset,sm2/wc_l_hsm_r0c0n0,9.8,9.8
108,  techset,techset,wc_l_sm_r0c0n0s0,31.6,31.6
109,  techset,techset,wc_l_sm_r0c0,18.2,18.2
110,  techset,techset,wc_l_sm_r0c0s0,18.0,18.0
111,  techset,techset,wc_l_sm_r0c0n0,16.1,16.1
112,  techset,techset,wc_l_hsm_r0c0,9.4,9.4
113,  techset,techset,wc_l_hsm_r0c0s0,9.2,9.2
114,  techset,techset,wc_l_hsm_r0c0n0,10.9,10.9
115,  techset,techset,wc_l_hsm_r0c0n0s0,10.4,10.4
116,  techset,techset,sm2/wc_l_sm_t0c0n0s0,9.5,9.5
117,  techset,techset,sm2/wc_l_sm_t0c0,6.2,6.2
118,  techset,techset,sm2/wc_l_hsm_t0c0,5.7,5.7
119,  techset,techset,sm2/wc_l_hsm_t0c0n0,5.2,5.2
120,  techset,techset,wc_l_sm_t0c0n0s0,19.1,19.1
121,  techset,techset,wc_l_sm_t0c0,11.8,11.8
122,  techset,techset,wc_l_sm_t0c0s0,14.7,14.7
123,  techset,techset,wc_l_sm_t0c0n0,12.2,12.2
124,  techset,techset,wc_l_hsm_t0c0,7.1,7.1
125,  techset,techset,wc_l_hsm_t0c0s0,7.7,7.7
126,  techset,techset,wc_l_hsm_t0c0n0,6.8,6.8
127,  techset,techset,wc_l_hsm_t0c0n0s0,8.6,8.6
128,  techset,techset,sm2/wc_l_sm_r0c0d0n0s0,14.3,14.3
129,  techset,techset,sm2/wc_l_sm_r0c0d0,11.7,11.7
130,  techset,techset,sm2/wc_l_hsm_r0c0d0,7.9,7.9
131,  techset,techset,sm2/wc_l_hsm_r0c0d0n0,9.5,9.5
132,  techset,techset,wc_l_sm_r0c0d0n0s0,21.3,21.3
133,  techset,techset,wc_l_sm_r0c0d0,14.3,14.3
134,  techset,techset,wc_l_sm_r0c0d0s0,15.2,15.2
135,  techset,techset,wc_l_sm_r0c0d0n0,12.6,12.6
136,  techset,techset,wc_l_hsm_r0c0d0,7.5,7.5
137,  techset,techset,wc_l_hsm_r0c0d0s0,8.0,8.0
138,  techset,techset,wc_l_hsm_r0c0d0n0,8.5,8.5
139,  techset,techset,wc_l_hsm_r0c0d0n0s0,8.8,8.8
140,  techset,techset,sm2/wc_water,2.6,2.6
141,  techset,techset,wc_water,2.5,2.5
142,  techset,techset,sm2/wc_distortion_scale_zfeather,2.0,2.0
143,  techset,techset,sm2/wc_distortion_scale,1.6,1.6
144,  techset,techset,wc_distortion_scale_zfeather,1.8,1.8
145,  techset,techset,wc_distortion_scale,1.6,1.6
146,  techset,techset,sm2/wc_unlit_falloff_add,1.5,1.5
147,  techset,techset,wc_unlit_falloff_add,1.4,1.4
148,  xmodel,xmodel,default_static_model,206.1,206.3
149,    material,material,wc/temp_muddy_water,48.2,48.2
150,  gfx_map,gfx_map,maps/mp/mp_deathrun_amazing.d3dbsp,22495.5,22555.2
151,    map_ents,map_ents,maps/mp/mp_deathrun_amazing.d3dbsp,45.0,45.0
152,  col_map_sp,col_map_sp,maps/mp/mp_deathrun_amazing.d3dbsp,3391.3,3436.4
153,  rawfile,rawfile,maps/mp/mp_deathrun_amazing.gsc,1.3,1.3
154,  impactfx,impactfx,,1.5,1.5
155,  sound,sound,artillery_explosion,1.2,1.2
156,  sound,sound,elm_metal_rattle,1.2,1.2
157,  sound,sound,mortar_incoming,1.6,1.6
158,  sound,sound,generic_death_arab_4,1.1,1.1
159,  fx,fx,water/waterfall_small,1.4,1.5
160,  fx,fx,water/waterfall_big,1.4,1.4
161,  fx,fx,water/waterfall_big_drop,1.7,1.7
162,  fx,fx,fire/torch_small,4.3,4.4
163,  fx,fx,fire/4gf_evase,2.2,2.2
164,  techset,techset,sm2/effect_add_nofog_eyeoffset,1.2,1.2
165,  techset,techset,effect_add_nofog_eyeoffset,1.1,1.1
166,  fx,fx,misc/amazing_trap,6.3,6.5
167,  fx,fx,water/waterfall_big_ext,3.8,3.8
168,  fx,fx,water/waterfall_big_ext_drop,1.7,1.7
169,  fx,fx,misc/water_00,3.0,3.0
170,  fx,fx,misc/teleport,3.5,3.5
171,assetlist,assetlist,,4.3,37799.6
172,material,material,(misc),19.3,19.3
173,techset,techset,(misc),3.3,3.3
174,image,image,(misc),4.6,4.6
175,sound,sound,(misc),37.0,37.0
176,loaded_sound,loaded_sound,(misc),2.5,2.5
177,fx,fx,(misc),5.2,5.2
