index,type,type,name,usage(KB),total(KB)
55,  sound,sound,artillery_explosion,1.2,1.2
56,  sound,sound,elm_metal_rattle,1.2,1.2
57,  sound,sound,mortar_incoming,1.6,1.6
58,  sound,sound,generic_death_arab_4,1.1,1.1
59,  xmodel,xmodel,body_mp_usmc_specops,411.4,411.9
60,  xmodel,xmodel,head_mp_usmc_tactical_mich_stripes_nomex,246.9,247.8
61,  xmodel,xmodel,body_mp_usmc_sniper,309.8,309.8
62,  xmodel,xmodel,head_mp_usmc_tactical_baseball_cap,181.7,182.0
63,  xmodel,xmodel,body_mp_usmc_recon,395.9,395.9
64,  xmodel,xmodel,head_mp_usmc_nomex,167.2,167.2
65,  xmodel,xmodel,body_mp_usmc_assault,397.0,397.0
66,  xmodel,xmodel,head_mp_usmc_tactical_mich,286.0,286.6
67,  xmodel,xmodel,body_mp_usmc_support,361.7,361.7
68,  xmodel,xmodel,head_mp_usmc_shaved_head,208.1,208.4
69,  xmodel,xmodel,body_mp_arab_regular_cqb,350.1,350.6
70,  xmodel,xmodel,head_mp_arab_regular_headwrap,150.8,151.1
71,  xmodel,xmodel,viewhands_desert_opfor,162.1,162.8
72,  xmodel,xmodel,body_mp_arab_regular_sniper,309.4,309.7
73,  xmodel,xmodel,head_mp_arab_regular_sadiq,176.1,176.4
74,  xmodel,xmodel,body_mp_arab_regular_engineer,382.9,383.1
75,  xmodel,xmodel,head_mp_arab_regular_ski_mask,108.7,109.0
76,  xmodel,xmodel,body_mp_arab_regular_assault,339.4,339.4
77,  xmodel,xmodel,head_mp_arab_regular_suren,184.9,185.2
78,  xmodel,xmodel,body_mp_arab_regular_support,271.9,271.9
79,  xmodel,xmodel,head_mp_arab_regular_asad,179.5,179.7
80,  rawfile,rawfile,maps/mp/mp_ze_factory/_traps.gsc,3.4,3.4
81,assetlist,assetlist,,3.3,9376.7
82,material,material,(misc),9.7,9.7
83,techset,techset,(misc),2.9,2.9
84,image,image,(misc),4.3,4.3
85,sound,sound,(misc),35.5,35.5
86,loaded_sound,loaded_sound,(misc),2.5,2.5
87,fx,fx,(misc),3.1,3.1
