index,type,type,name,usage(KB),total(KB)
68,  xmodel,xmodel,com_restaurantstainlessteelshelf_02,63.7,64.0
69,  xmodel,xmodel,com_electrical_insulator02,102.6,102.6
70,  xmodel,xmodel,com_electrical_pipe_short,6.1,6.3
71,  xmodel,xmodel,com_electrical_pipe,9.1,9.1
72,  xmodel,xmodel,com_emergencylightcase,13.8,14.1
73,  techset,techset,sm2/mc_unlit_replace,1.8,1.8
74,  techset,techset,mc_unlit_replace,1.6,1.6
75,  xmodel,xmodel,com_laptop_open,35.6,36.0
76,  xmodel,xmodel,com_laptop_close,33.6,33.6
77,  xmodel,xmodel,icbm_turbofan50,23.2,23.5
78,  xmodel,xmodel,com_plasticcase_black_big,327.9,328.2
79,  techset,techset,sm2/wc_l_sm_r0c0s0,15.5,15.5
80,  techset,techset,sm2/wc_l_hsm_r0c0,8.2,8.2
81,  techset,techset,wc_l_sm_r0c0s0,26.6,26.6
82,  techset,techset,wc_l_sm_r0c0,13.6,13.6
83,  techset,techset,wc_l_hsm_r0c0,9.4,9.4
84,  techset,techset,wc_l_hsm_r0c0s0,9.2,9.2
85,  techset,techset,sm2/wc_water,3.0,3.0
86,  techset,techset,wc_water,2.9,2.9
87,  techset,techset,sm2/wc_l_sm_r0c0n0s0,14.0,14.0
88,  techset,techset,sm2/wc_l_hsm_r0c0n0,9.8,9.8
89,  techset,techset,wc_l_sm_r0c0n0s0,26.5,26.5
90,  techset,techset,wc_l_sm_r0c0n0,16.1,16.1
91,  techset,techset,wc_l_hsm_r0c0n0,10.9,10.9
92,  techset,techset,wc_l_hsm_r0c0n0s0,10.4,10.4
93,    material,material,wc/aftermath_water,48.2,48.2
94,  gfx_map,gfx_map,maps/mp/mp_escape_factory.d3dbsp,4368.9,4422.9
95,    map_ents,map_ents,maps/mp/mp_escape_factory.d3dbsp,19.1,19.1
96,  col_map_sp,col_map_sp,maps/mp/mp_escape_factory.d3dbsp,843.3,862.4
97,  rawfile,rawfile,maps/mp/mp_escape_factory.gsc,8.3,8.3
98,  impactfx,impactfx,,1.5,1.5
99,  sound,sound,artillery_explosion,1.2,1.2
100,  sound,sound,elm_metal_rattle,1.2,1.2
101,  sound,sound,mortar_incoming,1.6,1.6
102,  sound,sound,generic_death_arab_4,1.1,1.1
103,  rawfile,rawfile,maps/mp/steam_pipes.gsc,1.6,1.6
104,  fx,fx,smoke/steam_jet_med,2.9,2.9
105,  fx,fx,misc/ui_flagbase_black_big,3.5,3.7
106,assetlist,assetlist,,3.6,10649.9
107,material,material,(misc),14.5,14.5
108,techset,techset,(misc),4.9,4.9
109,image,image,(misc),5.2,5.2
110,sound,sound,(misc),36.0,36.0
111,loaded_sound,loaded_sound,(misc),2.5,2.5
112,fx,fx,(misc),3.9,3.9
