index,type,type,name,usage(KB),total(KB)
73,  sound,sound,weap_suitcase_button_press_plr,0.9,1.2
74,  xmodel,xmodel,body_mp_usmc_specops,411.4,411.9
75,  xmodel,xmodel,head_mp_usmc_tactical_mich_stripes_nomex,246.9,247.8
76,  xmodel,xmodel,body_mp_usmc_sniper,309.8,309.8
77,  xmodel,xmodel,head_mp_usmc_tactical_baseball_cap,182.5,183.0
78,  xmodel,xmodel,body_mp_usmc_recon,395.9,395.9
79,  xmodel,xmodel,head_mp_usmc_nomex,167.2,167.2
80,  xmodel,xmodel,body_mp_usmc_assault,397.0,397.0
81,  xmodel,xmodel,head_mp_usmc_tactical_mich,286.0,286.6
82,  xmodel,xmodel,body_mp_usmc_support,361.7,361.7
83,  xmodel,xmodel,head_mp_usmc_shaved_head,208.1,208.4
84,  xmodel,xmodel,body_mp_arab_regular_cqb,350.1,350.6
85,  xmodel,xmodel,head_mp_arab_regular_headwrap,150.8,151.1
86,  xmodel,xmodel,viewhands_desert_opfor,162.1,162.8
87,  xmodel,xmodel,body_mp_arab_regular_sniper,309.4,309.7
88,  xmodel,xmodel,head_mp_arab_regular_sadiq,176.1,176.4
89,  xmodel,xmodel,body_mp_arab_regular_engineer,382.9,383.1
90,  xmodel,xmodel,head_mp_arab_regular_ski_mask,108.7,109.0
91,  xmodel,xmodel,body_mp_arab_regular_assault,339.4,339.4
92,  xmodel,xmodel,head_mp_arab_regular_suren,184.9,185.2
93,  xmodel,xmodel,body_mp_arab_regular_support,271.9,271.9
94,  xmodel,xmodel,head_mp_arab_regular_asad,179.5,179.7
95,  rawfile,rawfile,maps/mp/mp_dr_indipyramid.gsc,11.7,11.7
96,  rawfile,rawfile,maps/mp/mp_dr_indipyramid_script1.gsc,5.0,5.0
97,  rawfile,rawfile,maps/mp/mp_dr_indipyramid_script2.gsc,4.2,4.2
98,  rawfile,rawfile,maps/mp/mp_dr_indipyramid_door2.gsc,3.0,3.0
99,  rawfile,rawfile,mp_dr_indipyramid,2.4,2.4
100,assetlist,assetlist,,9.7,17790.9
101,material,material,(misc),9.6,9.6
102,techset,techset,(misc),4.2,4.2
103,image,image,(misc),3.7,3.7
104,sound,sound,(misc),186.7,186.7
105,loaded_sound,loaded_sound,(misc),3.6,3.6
106,fx,fx,(misc),3.1,3.1
107,rawfile,rawfile,(misc),1.0,1.0
