index,type,type,name,usage(KB),total(KB)
50,  xmodel,xmodel,com_armoire,26.1,26.3
51,  techset,techset,sm2/mc_ambient_t0c0,13.1,13.1
52,  techset,techset,mc_ambient_t0c0,12.9,12.9
53,  xmodel,xmodel,foliage_grass_squareclump,1.2,1.4
54,  xmodel,xmodel,foliage_red_pine_log_med,24.1,24.5
55,  xmodel,xmodel,foliage_ivy_bottom01,12.1,12.3
56,  xmodel,xmodel,foliage_ivy_tree,3.8,3.9
57,  xmodel,xmodel,foliage_ivy_corner01,21.7,21.7
58,  xmodel,xmodel,foliage_ivy_corner02,13.5,13.5
59,  xmodel,xmodel,foliage_red_pine_med,336.9,337.4
60,  xmodel,xmodel,foliage_red_pine_sm,50.5,50.5
61,  xmodel,xmodel,foliage_red_pine_xl,380.5,380.5
62,  xmodel,xmodel,foliage_red_pine_xxl,333.3,333.3
63,  xmodel,xmodel,foliage_tree_grey_oak_lg_a,418.1,418.5
64,  xmodel,xmodel,foliage_tree_grey_oak_med_a,407.8,407.8
65,  xmodel,xmodel,foliage_tree_grey_oak_sm_a,30.7,30.7
66,  xmodel,xmodel,foliage_tree_grey_oak_xl_a,471.5,471.5
67,  xmodel,xmodel,foliage_tree_river_birch_lg_a,286.2,286.6
68,  xmodel,xmodel,foliage_tree_river_birch_lg_b,85.0,85.0
69,  xmodel,xmodel,foliage_tree_river_birch_xl_a,362.9,362.9
70,  xmodel,xmodel,com_longdiningtable,16.5,16.5
71,  xmodel,xmodel,foliage_red_pine_log_lg,24.7,24.7
72,  xmodel,xmodel,ch_haycart,290.6,290.9
73,  xmodel,xmodel,jeepride_sprawl_grass_01,12.5,12.5
74,  xmodel,xmodel,jeepride_shrubgroup_01,5.0,5.1
75,  techset,techset,sm2/mc_l_t0c0,14.2,14.2
76,  techset,techset,mc_l_t0c0,14.3,14.3
77,  techset,techset,mc_l_t0c0s0,19.5,19.5
78,  xmodel,xmodel,jeepride_treefacade_lg_grp_01,448.6,449.1
79,  xmodel,xmodel,foliage_bush_big,33.5,33.6
80,  xmodel,xmodel,jeepride_shrubgroup_02,65.2,65.2
81,  xmodel,xmodel,vehicle_zpu4_burn_static,680.7,681.2
82,  xmodel,xmodel,vehicle_bm21_mobile_bed_static,832.4,833.3
83,  xmodel,xmodel,mil_hedgehog,108.9,109.2
84,  xmodel,xmodel,foliage_dead_pine_lg,179.7,180.0
85,  xmodel,xmodel,foliage_dead_pine_sm,33.5,33.5
86,  xmodel,xmodel,foliage_red_pine_stump_lg,41.2,41.2
87,  xmodel,xmodel,foliage_red_pine_stump_sm,38.9,38.9
88,  xmodel,xmodel,foliage_red_pine_stump_xl,33.0,33.0
89,  xmodel,xmodel,foliage_shrub_graytall,1.3,1.5
90,  xmodel,xmodel,foliage_litedrygrass_multiclump,3.0,3.2
91,  xmodel,xmodel,foliage_shrub_group01,11.1,11.1
92,  xmodel,xmodel,foliage_riverreeds_group,31.9,32.2
93,  xmodel,xmodel,com_hookah_pipe,149.7,150.0
94,  xmodel,xmodel,com_teddy_bear,42.6,42.9
95,  xmodel,xmodel,vehicle_small_hatch_blue_destructible_mp,618.7,619.8
96,  xmodel,xmodel,vehicle_small_wagon_green_destructible,414.0,414.2
97,  xmodel,xmodel,vehicle_small_wagon_green_wheel_lf,23.5,23.5
98,  techset,techset,sm2/wc_l_sm_r0c0n0s0,16.8,16.8
99,  techset,techset,sm2/wc_l_sm_r0c0,11.6,11.6
100,  techset,techset,sm2/wc_l_hsm_r0c0,8.2,8.2
101,  techset,techset,sm2/wc_l_hsm_r0c0n0,9.8,9.8
102,  techset,techset,wc_l_sm_r0c0n0s0,29.3,29.3
103,  techset,techset,wc_l_sm_r0c0,18.2,18.2
104,  techset,techset,wc_l_sm_r0c0s0,18.0,18.0
105,  techset,techset,wc_l_sm_r0c0n0,16.1,16.1
106,  techset,techset,wc_l_hsm_r0c0,9.4,9.4
107,  techset,techset,wc_l_hsm_r0c0s0,9.2,9.2
108,  techset,techset,wc_l_hsm_r0c0n0,10.9,10.9
109,  techset,techset,wc_l_hsm_r0c0n0s0,10.4,10.4
110,  techset,techset,sm2/wc_unlit_multiply,1.7,1.7
111,  techset,techset,wc_unlit_multiply,1.8,1.8
112,  techset,techset,sm2/wc_ambient_t0c0,2.1,2.1
113,  techset,techset,wc_ambient_t0c0,2.1,2.1
114,  techset,techset,sm2/wc_water,3.0,3.0
115,  techset,techset,wc_water,2.9,2.9
116,  techset,techset,sm2/wc_l_sm_t0c0n0s0,7.6,7.6
117,  techset,techset,sm2/wc_l_sm_t0c0,5.9,5.9
118,  techset,techset,sm2/wc_l_hsm_t0c0,5.7,5.7
119,  techset,techset,sm2/wc_l_hsm_t0c0n0,5.2,5.2
120,  techset,techset,wc_l_sm_t0c0n0s0,17.1,17.1
121,  techset,techset,wc_l_sm_t0c0,11.7,11.7
122,  techset,techset,wc_l_sm_t0c0s0,14.7,14.7
123,  techset,techset,wc_l_sm_t0c0n0,12.2,12.2
124,  techset,techset,wc_l_hsm_t0c0,7.1,7.1
125,  techset,techset,wc_l_hsm_t0c0s0,7.7,7.7
126,  techset,techset,wc_l_hsm_t0c0n0,6.8,6.8
127,  techset,techset,wc_l_hsm_t0c0n0s0,8.6,8.6
128,    material,material,wc/aftermath_water,48.2,48.2
129,  gfx_map,gfx_map,maps/mp/mp_ranc.d3dbsp,4929.0,4987.8
130,    map_ents,map_ents,maps/mp/mp_ranc.d3dbsp,1.5,1.5
131,  col_map_sp,col_map_sp,maps/mp/mp_ranc.d3dbsp,2212.4,2213.9
132,  impactfx,impactfx,,1.5,1.5
133,  sound,sound,artillery_explosion,1.2,1.2
134,  sound,sound,elm_metal_rattle,1.2,1.2
135,  sound,sound,mortar_incoming,1.6,1.6
136,  sound,sound,generic_death_arab_4,1.1,1.1
137,  xmodel,xmodel,body_mp_usmc_specops,411.4,411.9
138,  xmodel,xmodel,head_mp_usmc_tactical_mich_stripes_nomex,246.9,247.8
139,  xmodel,xmodel,body_mp_usmc_sniper,309.8,309.8
140,  xmodel,xmodel,head_mp_usmc_tactical_baseball_cap,182.5,182.8
141,  xmodel,xmodel,body_mp_usmc_recon,395.9,395.9
142,  xmodel,xmodel,head_mp_usmc_nomex,167.2,167.2
143,  xmodel,xmodel,body_mp_usmc_assault,397.0,397.0
144,  xmodel,xmodel,head_mp_usmc_tactical_mich,286.0,286.6
145,  xmodel,xmodel,body_mp_usmc_support,361.7,361.7
146,  xmodel,xmodel,head_mp_usmc_shaved_head,208.1,208.4
147,  xmodel,xmodel,body_mp_arab_regular_cqb,350.1,350.6
148,  xmodel,xmodel,head_mp_arab_regular_headwrap,150.8,151.1
149,  xmodel,xmodel,viewhands_desert_opfor,162.1,162.8
150,  xmodel,xmodel,body_mp_arab_regular_sniper,309.4,309.7
151,  xmodel,xmodel,head_mp_arab_regular_sadiq,176.1,176.4
152,  xmodel,xmodel,body_mp_arab_regular_engineer,382.9,383.1
153,  xmodel,xmodel,head_mp_arab_regular_ski_mask,108.7,109.0
154,  xmodel,xmodel,body_mp_arab_regular_assault,339.4,339.4
155,  xmodel,xmodel,head_mp_arab_regular_suren,184.9,185.2
156,  xmodel,xmodel,body_mp_arab_regular_support,271.9,271.9
157,  xmodel,xmodel,head_mp_arab_regular_asad,179.5,179.7
158,assetlist,assetlist,,4.1,23845.1
159,material,material,(misc),22.6,22.6
160,techset,techset,(misc),4.6,4.6
161,image,image,(misc),9.1,9.1
162,sound,sound,(misc),35.5,35.5
163,loaded_sound,loaded_sound,(misc),2.5,2.5
164,fx,fx,(misc),3.1,3.1
