index,type,type,name,usage(KB),total(KB)
32,  techset,techset,mc_l_hsm_t0c0n0s0,21.6,21.6
33,  xmodel,xmodel,com_french_toilettank,34.9,35.2
34,  xmodel,xmodel,vehicle_80s_wagon1_yel,499.1,499.6
35,  xmodel,xmodel,com_restaurantceilinglamp_on,54.1,54.5
36,  xmodel,xmodel,com_cafe_light_part2,7.4,7.6
37,  techset,techset,sm2/mc_effect_zfeather_falloff_add_nofog_eyeoffset,2.2,2.2
38,  techset,techset,sm2/mc_effect_falloff_add_nofog_eyeoffset,1.7,1.7
39,  techset,techset,mc_effect_zfeather_falloff_add_nofog_eyeoffset,2.0,2.0
40,  techset,techset,mc_effect_falloff_add_nofog_eyeoffset,1.5,1.5
41,  techset,techset,sm2/mc_effect_zfeather_falloff_add_nofog,1.5,1.5
42,  techset,techset,sm2/mc_effect_falloff_add_nofog,1.2,1.2
43,  techset,techset,mc_effect_zfeather_falloff_add_nofog,1.4,1.4
44,  techset,techset,mc_effect_falloff_add_nofog,1.1,1.1
45,  xmodel,xmodel,com_lightbox_on,75.4,76.3
46,  xmodel,xmodel,com_industrialtrashbin,288.6,288.8
47,  xmodel,xmodel,com_grandfatherclocktall,13.9,14.2
48,  xmodel,xmodel,com_northafrica_armoire_short,11.7,11.9
49,  xmodel,xmodel,com_northafrica_coffeetable,30.4,30.7
50,  xmodel,xmodel,com_office_book_shelf,15.8,16.1
51,  xmodel,xmodel,com_office_book_set1,10.0,10.3
52,  xmodel,xmodel,com_office_book_black_open,17.5,17.5
53,  xmodel,xmodel,com_office_book_red_flat,19.3,19.3
54,  xmodel,xmodel,com_office_book_blue_paper_folder,1.1,1.1
55,  xmodel,xmodel,com_office_book_beige_paper_folder,1.0,1.0
56,  xmodel,xmodel,com_office_book_blue_standing,18.2,18.2
57,  xmodel,xmodel,com_office_book_black_standing,16.7,16.7
58,  xmodel,xmodel,com_office_book_pink_paper_folder,1.0,1.0
59,  xmodel,xmodel,com_office_book_red_standing,17.0,17.0
60,  xmodel,xmodel,me_antenna,44.5,44.8
61,  xmodel,xmodel,com_wheelbarrow,121.3,121.5
62,  xmodel,xmodel,com_water_heater,62.0,62.2
63,  xmodel,xmodel,ch_furniture_couch01,64.2,64.5
64,  xmodel,xmodel,ch_furniture_couch02,97.3,97.3
65,  techset,techset,sm2/mc_ambient_t0c0,13.0,13.0
66,  techset,techset,mc_ambient_t0c0,12.9,12.9
67,  xmodel,xmodel,foliage_bush_big,33.5,33.6
68,  xmodel,xmodel,com_lamp_desk_interior,11.9,12.3
69,  xmodel,xmodel,ch_mailboxes,12.3,12.5
70,  xmodel,xmodel,ch_piano_light,87.7,87.7
71,  xmodel,xmodel,ch_bedframemetal_gray,53.3,53.6
72,  xmodel,xmodel,ch_mattress_2,36.8,37.1
73,  xmodel,xmodel,ch_mattress_3,28.3,28.3
74,  xmodel,xmodel,ch_lawnmower,97.2,97.5
75,  xmodel,xmodel,ch_radiator01,106.1,106.3
76,  xmodel,xmodel,me_satellitedish,99.8,100.1
77,  xmodel,xmodel,com_metal_briefcase,30.6,30.9
78,  xmodel,xmodel,com_filecabinetblackopen,27.4,27.5
79,  xmodel,xmodel,com_lamp_ornate_off,33.9,34.2
80,  xmodel,xmodel,com_northafrica_longtable,35.2,35.5
81,  xmodel,xmodel,ch_wood_stove,74.6,74.9
82,  xmodel,xmodel,me_lightfluohang_on,32.5,32.8
83,  xmodel,xmodel,com_flower_pot01,39.1,39.7
84,  xmodel,xmodel,com_flower_pot02,53.3,53.6
85,  xmodel,xmodel,com_flower_pot03,39.5,39.8
86,  xmodel,xmodel,com_potted_plant01,48.6,48.8
87,  xmodel,xmodel,com_debris_paper,3.2,3.6
88,  xmodel,xmodel,com_potted_plant02,43.2,43.5
89,  xmodel,xmodel,com_potted_plant03,30.1,30.4
90,  xmodel,xmodel,ch_bunker_wires_01,77.1,77.4
91,  xmodel,xmodel,ch_curtain01,20.2,20.4
92,  xmodel,xmodel,com_railpipe_med_01,25.3,25.8
93,  xmodel,xmodel,ch_bunker_wires_02,126.4,126.4
94,  xmodel,xmodel,com_bookshelvestall,7.9,7.9
95,  xmodel,xmodel,com_bookshelveswide,8.0,8.0
96,  xmodel,xmodel,com_armoire,26.1,26.3
97,  xmodel,xmodel,com_cafe_table2,19.2,19.6
98,  xmodel,xmodel,com_cafe_table1,21.3,21.7
99,  xmodel,xmodel,com_cafe_chair2,44.5,44.9
100,  xmodel,xmodel,com_furniture_sidetable1,34.2,34.2
101,  xmodel,xmodel,ch_furniture_teachers_desk1,20.6,20.9
102,  xmodel,xmodel,ch_furniture_teachers_chair1,146.5,146.5
103,  xmodel,xmodel,ch_industrial_light_01_on,29.1,29.5
104,  xmodel,xmodel,com_restaurantchair_1,158.6,158.9
105,  xmodel,xmodel,com_restaurantsink_2comps,171.6,171.9
106,  xmodel,xmodel,com_restaurantstovewithburner,163.7,164.0
107,  xmodel,xmodel,me_refrigerator,45.1,45.3
108,  xmodel,xmodel,com_stove,41.5,41.8
109,  xmodel,xmodel,com_trashbag2_black,46.4,46.7
110,  xmodel,xmodel,com_restaurantsink_1comp,157.0,157.0
111,  xmodel,xmodel,com_wine_crate,83.2,83.7
112,  xmodel,xmodel,me_refrigerator2,46.3,46.5
113,  xmodel,xmodel,com_copypaper_package3,3.5,3.9
114,  xmodel,xmodel,com_doorknob1,22.1,22.3
115,  xmodel,xmodel,me_corrugated_metal8x8,44.8,45.1
116,  xmodel,xmodel,com_cardboardbox04,2.2,2.6
117,  xmodel,xmodel,com_cardboardbox01,10.6,10.6
118,  xmodel,xmodel,com_cardboardbox03,18.0,18.0
119,  xmodel,xmodel,com_cardboardbox06,9.8,9.8
120,  xmodel,xmodel,com_cardboardboxshortopen_2,9.2,9.2
121,  xmodel,xmodel,com_cardboardboxshortclosed_2,8.0,8.0
122,  xmodel,xmodel,com_cardboardboxshortopen_3,10.8,10.8
123,  xmodel,xmodel,me_corrugated_metal4x8,23.6,23.6
124,  xmodel,xmodel,me_corrugated_metal2x8,13.6,13.6
125,  xmodel,xmodel,com_cardboardbox02,10.9,10.9
126,  xmodel,xmodel,com_walltable2,12.7,12.7
127,  xmodel,xmodel,com_northafrica_armoire_tall,10.3,10.3
128,  xmodel,xmodel,com_ovaldiningtable,26.9,27.1
129,  xmodel,xmodel,com_trashcan,54.3,54.6
130,  xmodel,xmodel,ch_washer_01,13.4,13.7
131,  xmodel,xmodel,me_basket_rattan06,65.2,65.5
132,  xmodel,xmodel,me_woodcrateclosed,33.6,33.8
133,  xmodel,xmodel,me_wood_cage_small,70.2,70.4
134,  xmodel,xmodel,me_wood_cage_large,68.1,68.1
135,  xmodel,xmodel,com_cardboardboxshortclosed_1,3.4,3.4
136,  xmodel,xmodel,me_woodcrateopen,39.5,39.5
137,  xmodel,xmodel,me_citrus_box1,1.7,1.8
138,  xmodel,xmodel,me_banana_box2,1.6,1.7
139,  xmodel,xmodel,com_pallet_2,45.5,45.7
140,  xmodel,xmodel,bc_cot,35.9,36.1
141,  xmodel,xmodel,com_bike,225.9,226.1
142,  xmodel,xmodel,com_books3,1.6,1.8
143,  xmodel,xmodel,com_gas_pipes01,148.1,148.4
144,  xmodel,xmodel,bc_militarytent_wood_table,19.2,19.4
145,  xmodel,xmodel,com_faucet01,37.3,37.5
146,  xmodel,xmodel,bc_military_tire04_big,51.3,51.5
147,  xmodel,xmodel,mil_bunker_bed2,47.5,47.9
148,  xmodel,xmodel,me_market_umbrella_base,9.2,9.5
149,  xmodel,xmodel,me_market_umbrella_3,38.4,38.6
150,  xmodel,xmodel,me_market_umbrella_6,7.9,8.0
151,  xmodel,xmodel,com_restaurantstainlessteelshelf_01,63.6,63.9
152,  xmodel,xmodel,com_restaurantstainlessteelshelf_02,60.2,60.2
153,  xmodel,xmodel,me_banana_box1,1.6,1.6
154,  xmodel,xmodel,me_box_citrusfruitopen_1,19.0,19.0
155,  xmodel,xmodel,me_box_citrusfruitopen_2,17.5,17.5
156,  xmodel,xmodel,ch_rubble_broken_pool_tile,45.4,45.7
157,  xmodel,xmodel,com_rowboat,56.7,57.0
158,  xmodel,xmodel,me_tomato_crate1,51.0,51.5
159,  xmodel,xmodel,me_basket_rattan03,57.1,57.1
160,  xmodel,xmodel,com_barrel_blue,43.1,43.4
161,  xmodel,xmodel,com_walltable1,20.8,20.8
162,  xmodel,xmodel,com_chess,171.0,171.3
163,  xmodel,xmodel,cs_ladder_straight,82.2,82.4
164,  xmodel,xmodel,foliage_hedge_wall_endcap,3.4,3.6
165,  xmodel,xmodel,foliage_ivy_bottom01,12.1,12.3
166,  xmodel,xmodel,foliage_ivy_corner02,13.5,13.5
167,  xmodel,xmodel,foliage_ivy_tree,3.8,3.9
168,  xmodel,xmodel,foliage_grass_tuft_shortwide,1.0,1.2
169,  xmodel,xmodel,foliage_grass_triangularclumpshort,1.1,1.3
170,  xmodel,xmodel,foliage_litegrass_triclump,1.1,1.2
171,  xmodel,xmodel,cs_handrail_64_double,10.1,10.4
172,  xmodel,xmodel,foliage_hedge_wall_3,6.4,6.5
173,  xmodel,xmodel,wetwork_iron_gate,172.1,172.4
174,  xmodel,xmodel,com_tractor,421.3,421.5
175,  xmodel,xmodel,com_woodlog_24_192_c,4.3,4.6
176,  xmodel,xmodel,com_wagon_donkey,157.3,157.9
177,  xmodel,xmodel,me_dumpster,86.9,87.5
178,  xmodel,xmodel,me_slide,118.8,119.3
179,  xmodel,xmodel,ch_hayroll_03,30.2,30.4
180,  xmodel,xmodel,foliage_dead_pine_lg,179.6,180.0
181,  xmodel,xmodel,foliage_dead_pine_xl,208.1,208.1
182,  xmodel,xmodel,foliage_red_pine_stump_xl,33.1,33.5
183,  xmodel,xmodel,foliage_red_pine_med,336.9,337.1
184,  xmodel,xmodel,foliage_red_pine_sm,50.5,50.5
185,  xmodel,xmodel,foliage_tree_grey_oak_med_a,407.8,408.1
186,  xmodel,xmodel,foliage_tree_destroyed_tree_b,234.4,234.8
187,  xmodel,xmodel,foliage_tree_grey_oak_xl_a,471.4,471.4
188,  xmodel,xmodel,foliage_red_pine_stump_sm,38.9,38.9
189,  xmodel,xmodel,com_books1,5.9,5.9
190,  xmodel,xmodel,ch_mattress_boxspring,22.5,22.5
191,  xmodel,xmodel,body_complete_sp_arab_regular_al_asad_dmg,505.3,506.5
192,  xmodel,xmodel,com_powerpole1,36.4,36.6
193,  xmodel,xmodel,vehicle_tractor_plow,110.3,110.6
194,  xmodel,xmodel,vehicle_tractor_2,247.9,248.6
195,  xmodel,xmodel,vehicle_zpu4_burn_static,680.7,681.2
196,  xmodel,xmodel,vehicle_tanker_truck_d,737.6,739.2
197,  xmodel,xmodel,vehicle_small_wagon_d_white_static,379.5,380.0
198,  xmodel,xmodel,vehicle_small_wagon_d_green_static,26.7,26.9
199,  xmodel,xmodel,vehicle_small_hatchback_d_blue_static,307.8,308.0
200,  xmodel,xmodel,vehicle_pickup_technical_destroyed,706.3,707.0
201,  xmodel,xmodel,vehicle_pickup_bed_static,171.4,171.9
202,  xmodel,xmodel,vehicle_luxurysedan_static,890.7,891.6
203,  xmodel,xmodel,vehicle_bm21_mobile_dstry_static,1104.1,1104.7
204,  xmodel,xmodel,vehicle_bm21_mobile_bed_dstry,791.1,791.4
205,  xmodel,xmodel,vehicle_semi_truck_cargo,1294.8,1295.8
206,  xmodel,xmodel,me_cargocontainersingleface,636.2,636.8
207,  xmodel,xmodel,vehicle_bulldozer,950.2,950.7
208,  xmodel,xmodel,me_streetlightdual_on,46.9,47.3
209,  xmodel,xmodel,vehicle_semi_truck_trailer,399.2,399.2
210,  xmodel,xmodel,me_cargocontainerrightface,318.7,318.7
211,  xmodel,xmodel,me_cargocontainerleftface,312.8,312.8
212,  xmodel,xmodel,vehicle_semi_truck,1340.3,1340.3
213,  xmodel,xmodel,com_prop_rail_wheeltrack,289.5,289.8
214,  xmodel,xmodel,com_prop_rail_woodboxcar_open,227.3,227.8
215,  xmodel,xmodel,vehicle_bus2,1304.0,1304.8
216,  xmodel,xmodel,vehicle_small_hatchback_blue_static,417.1,417.8
217,  xmodel,xmodel,vehicle_tanker_truck_civ,629.0,630.3
218,  xmodel,xmodel,vehicle_80s_wagon1_tan,163.3,163.5
219,  xmodel,xmodel,me_gas_pump,115.5,115.8
220,  xmodel,xmodel,me_construction_dumpster_close,166.9,167.2
221,  xmodel,xmodel,ch_haycart,290.6,290.9
222,  xmodel,xmodel,vehicle_80s_sedan1_reddest,212.0,212.5
223,  xmodel,xmodel,ch_gas_pump,42.1,42.6
224,  techset,techset,sm2/mc_l_t0c0,14.2,14.2
225,  techset,techset,mc_l_t0c0,14.3,14.3
226,  techset,techset,mc_l_t0c0s0,19.5,19.5
227,  xmodel,xmodel,foliage_tree_pine_xl_b,112.3,112.7
228,  xmodel,xmodel,foliage_tree_river_birch_lg_a,286.2,286.6
229,  xmodel,xmodel,foliage_tree_river_birch_lg_b,85.0,85.0
230,  xmodel,xmodel,foliage_tree_river_birch_xl_a,362.9,362.9
231,  xmodel,xmodel,com_water_tower,411.3,411.8
232,  xmodel,xmodel,com_tower_crane,297.7,297.9
233,  xmodel,xmodel,aftermath_industrialframe_part2,4.7,4.9
234,  xmodel,xmodel,vehicle_uaz_van,454.3,455.2
235,  xmodel,xmodel,vehicle_bm21_mobile_cover_under_static,1542.1,1543.2
236,  xmodel,xmodel,vehicle_bradley_static,1044.8,1045.6
237,  xmodel,xmodel,com_railpipe_med_04_d,18.7,18.7
238,  xmodel,xmodel,com_roofvent1,15.5,15.8
239,  xmodel,xmodel,com_utility_light_on,56.7,57.1
240,  xmodel,xmodel,com_barrel_piece,80.4,80.5
241,  xmodel,xmodel,com_barrel_shard1,5.5,5.7
242,  xmodel,xmodel,com_barrel_shard3,5.5,5.5
243,  xmodel,xmodel,com_barrel_shard5,6.5,6.5
244,  xmodel,xmodel,com_bedroll,52.9,53.1
245,  xmodel,xmodel,com_churchpew,61.6,61.9
246,  xmodel,xmodel,com_pallet_stack,228.9,228.9
247,  xmodel,xmodel,com_speaker,30.7,30.9
248,  xmodel,xmodel,com_wall_clock,11.8,12.0
249,  xmodel,xmodel,ch_pillow_1,16.5,16.8
250,  xmodel,xmodel,ch_pillow_2,15.8,15.8
251,  xmodel,xmodel,com_vcr,59.3,59.5
252,  xmodel,xmodel,com_laptop_open,35.6,36.0
253,  xmodel,xmodel,ap_luggage03,32.8,33.0
254,  xmodel,xmodel,ap_luggage04,48.4,48.4
255,  xmodel,xmodel,com_computer_case,9.5,9.8
256,  xmodel,xmodel,com_cellphone_on,17.5,17.7
257,  xmodel,xmodel,com_computer_mouse,12.6,12.9
258,  xmodel,xmodel,com_widescreen_monitor_on_1,26.3,26.7
259,  xmodel,xmodel,com_widescreen_monitor_on_3,25.0,25.0
260,  xmodel,xmodel,me_picture1,4.6,5.1
261,  xmodel,xmodel,me_picture3,4.4,4.4
262,  xmodel,xmodel,me_picture4,4.7,4.7
263,  xmodel,xmodel,me_picture6,4.4,4.4
264,  xmodel,xmodel,me_picture7,4.4,4.4
265,  xmodel,xmodel,me_picture8,4.4,4.4
266,  xmodel,xmodel,me_plastic_crate8,3.3,3.5
267,  xmodel,xmodel,me_picture10,4.4,4.7
268,  xmodel,xmodel,me_picture11,4.4,4.4
269,  xmodel,xmodel,me_picture12,4.4,4.4
270,  xmodel,xmodel,me_picture13,4.4,4.4
271,  xmodel,xmodel,me_picture14,4.4,4.4
272,  xmodel,xmodel,me_picture15,4.4,4.4
273,  xmodel,xmodel,me_picture16,4.4,4.4
274,  xmodel,xmodel,me_picture17,4.4,4.7
275,  xmodel,xmodel,me_picture18,4.4,4.4
276,  xmodel,xmodel,me_picture19,4.4,4.4
277,  xmodel,xmodel,me_picture20,4.4,4.4
278,  xmodel,xmodel,me_picture21,4.4,4.4
279,  xmodel,xmodel,me_picture22,4.4,4.4
280,  xmodel,xmodel,me_picture23,4.4,4.4
281,  xmodel,xmodel,me_picture24,4.4,4.4
282,  xmodel,xmodel,com_computer_keyboard,12.9,12.9
283,  xmodel,xmodel,com_telephone_wall,50.8,51.1
284,  xmodel,xmodel,com_bottle1,10.3,10.6
285,  xmodel,xmodel,com_bottle3,11.2,11.2
286,  xmodel,xmodel,com_soup_can,5.7,5.9
287,  xmodel,xmodel,com_tin_rectangular_flat02,15.3,15.5
288,  xmodel,xmodel,com_tin_oval_flat,10.8,10.8
289,  xmodel,xmodel,com_tin_square_tall02,15.1,15.1
290,  xmodel,xmodel,com_vcr_tape_grey,8.3,8.6
291,  xmodel,xmodel,com_barrel_shard4,5.9,5.9
292,  xmodel,xmodel,com_bottle2,10.4,10.4
293,  xmodel,xmodel,com_milk_carton,6.5,6.7
294,  xmodel,xmodel,bog_b_cinderblock_clutter,8.6,8.9
295,  xmodel,xmodel,com_paintcan,32.1,32.4
296,  xmodel,xmodel,com_vcr_tape_brown,0.8,1.1
297,  xmodel,xmodel,com_vcr_tape_blue,0.8,1.1
298,  xmodel,xmodel,com_junktire,48.2,48.5
299,  xmodel,xmodel,com_hub_cap_4,23.1,23.3
300,  xmodel,xmodel,com_hub_cap_3,23.0,23.0
301,  xmodel,xmodel,com_hub_cap_2,23.1,23.1
302,  xmodel,xmodel,com_hub_cap_1,23.0,23.0
303,  xmodel,xmodel,com_cardboardbox05,1.6,1.6
304,  techset,techset,mc_l_sm_r0c0d0n0s0,32.0,32.0
305,  techset,techset,mc_l_hsm_r0c0d0n0s0,16.5,16.5
306,  xmodel,xmodel,com_pot_metal,35.4,35.7
307,  xmodel,xmodel,com_pan_copper,38.0,38.0
308,  xmodel,xmodel,com_tin_square_tall01,15.3,15.3
309,  xmodel,xmodel,com_pan_metal,40.1,40.1
310,  xmodel,xmodel,cs_coffeemug01,11.4,11.6
311,  xmodel,xmodel,com_red_toolbox,21.6,21.9
312,  xmodel,xmodel,me_box_citrusfruitopenshort_1,18.0,18.0
313,  xmodel,xmodel,me_fruit_watermelon_oblong,23.9,24.2
314,  xmodel,xmodel,fx_watermelonchunk_01,9.1,9.2
315,  xmodel,xmodel,fx_watermelonchunk_02,12.4,12.4
316,  xmodel,xmodel,fx_watermelonchunk_03,10.2,10.2
317,  xmodel,xmodel,fx_watermelonchunk_04,10.6,10.6
318,  xmodel,xmodel,fx_watermelonchunk_05,5.8,5.8
319,  xmodel,xmodel,fx_watermelonchunk_06,4.2,4.2
320,  fx,fx,props/watermelon,3.9,4.0
321,  xmodel,xmodel,me_plastic_crate1,6.4,6.4
322,  xmodel,xmodel,me_plastic_crate2,1.5,1.5
323,  xmodel,xmodel,me_fruit_watermelon_round,24.1,24.1
324,  xmodel,xmodel,me_fruit_mango_green,13.5,13.8
325,  xmodel,xmodel,me_fruit_mango_redorange,11.5,11.7
326,  xmodel,xmodel,me_fruit_orange,14.1,14.3
327,  xmodel,xmodel,com_pail_metal2,29.5,29.8
328,  techset,techset,sm2/mc_threed_cinematic,1.3,1.3
329,  techset,techset,mc_threed_cinematic,1.3,1.3
330,  xmodel,xmodel,com_tv1_cinematic,25.0,25.3
331,  xmodel,xmodel,vehicle_uaz_light_destructible,805.5,806.3
332,  techset,techset,sm2/wc_l_sm_r0c0n0s0,16.8,16.8
333,  techset,techset,sm2/wc_l_sm_r0c0,11.6,11.6
334,  techset,techset,sm2/wc_l_hsm_r0c0,8.2,8.2
335,  techset,techset,sm2/wc_l_hsm_r0c0n0,9.8,9.8
336,  techset,techset,wc_l_sm_r0c0n0s0,29.3,29.3
337,  techset,techset,wc_l_sm_r0c0,18.2,18.2
338,  techset,techset,wc_l_sm_r0c0s0,18.0,18.0
339,  techset,techset,wc_l_sm_r0c0n0,16.1,16.1
340,  techset,techset,wc_l_hsm_r0c0,9.4,9.4
341,  techset,techset,wc_l_hsm_r0c0s0,9.2,9.2
342,  techset,techset,wc_l_hsm_r0c0n0,10.9,10.9
343,  techset,techset,wc_l_hsm_r0c0n0s0,10.4,10.4
344,  techset,techset,sm2/wc_l_sm_t0c0n0s0,9.5,9.5
345,  techset,techset,sm2/wc_l_sm_t0c0,6.2,6.2
346,  techset,techset,sm2/wc_l_hsm_t0c0,5.7,5.7
347,  techset,techset,sm2/wc_l_hsm_t0c0n0,5.2,5.2
348,  techset,techset,wc_l_sm_t0c0n0s0,19.1,19.1
349,  techset,techset,wc_l_sm_t0c0,11.8,11.8
350,  techset,techset,wc_l_sm_t0c0s0,14.7,14.7
351,  techset,techset,wc_l_sm_t0c0n0,12.2,12.2
352,  techset,techset,wc_l_hsm_t0c0,7.1,7.1
353,  techset,techset,wc_l_hsm_t0c0s0,7.7,7.7
354,  techset,techset,wc_l_hsm_t0c0n0,6.8,6.8
355,  techset,techset,wc_l_hsm_t0c0n0s0,8.6,8.6
356,  techset,techset,sm2/wc_l_sm_r0c0d0n0s0,12.1,12.1
357,  techset,techset,sm2/wc_l_sm_r0c0d0,11.7,11.7
358,  techset,techset,sm2/wc_l_hsm_r0c0d0,7.9,7.9
359,  techset,techset,sm2/wc_l_hsm_r0c0d0n0,7.8,7.8
360,  techset,techset,wc_l_sm_r0c0d0n0s0,17.7,17.7
361,  techset,techset,wc_l_sm_r0c0d0,14.3,14.3
362,  techset,techset,wc_l_sm_r0c0d0s0,15.2,15.2
363,  techset,techset,wc_l_sm_r0c0d0n0,12.6,12.6
364,  techset,techset,wc_l_hsm_r0c0d0,7.5,7.5
365,  techset,techset,wc_l_hsm_r0c0d0s0,8.0,8.0
366,  techset,techset,wc_l_hsm_r0c0d0n0,7.0,7.0
367,  techset,techset,wc_l_hsm_r0c0d0n0s0,8.8,8.8
368,  techset,techset,sm2/wc_unlit_multiply,1.7,1.7
369,  techset,techset,wc_unlit_multiply,1.8,1.8
370,  techset,techset,sm2/wc_water,2.6,2.6
371,  techset,techset,wc_water,2.5,2.5
372,  techset,techset,sm2/wc_unlit_falloff_add,1.1,1.1
373,  techset,techset,wc_unlit_falloff_add,1.1,1.1
374,  techset,techset,sm2/wc_distortion_scale_zfeather,2.0,2.0
375,  techset,techset,sm2/wc_distortion_scale,1.6,1.6
376,  techset,techset,wc_distortion_scale_zfeather,1.8,1.8
377,  techset,techset,wc_distortion_scale,1.6,1.6
378,    material,material,wc/water_cargoship_interior,48.2,48.2
379,  gfx_map,gfx_map,maps/mp/mp_project6.d3dbsp,11041.5,11131.8
380,    map_ents,map_ents,maps/mp/mp_project6.d3dbsp,2.8,2.8
381,  col_map_sp,col_map_sp,maps/mp/mp_project6.d3dbsp,3813.4,3816.1
382,  impactfx,impactfx,,1.5,1.5
383,  sound,sound,artillery_explosion,1.2,1.2
384,  sound,sound,elm_metal_rattle,1.2,1.2
385,  sound,sound,mortar_incoming,1.6,1.6
386,  sound,sound,generic_death_arab_4,1.1,1.1
387,assetlist,assetlist,,6.2,48572.6
388,material,material,(misc),78.0,78.0
389,techset,techset,(misc),6.3,6.3
390,image,image,(misc),31.3,31.3
391,sound,sound,(misc),35.5,35.5
392,loaded_sound,loaded_sound,(misc),2.5,2.5
393,fx,fx,(misc),3.7,3.7
