index,type,type,name,usage(KB),total(KB)
63,  fx,fx,explosions/suitcase_explosion_child,4.4,4.5
64,  xmodel,xmodel,jeepride_roadroack_sm_02,3.4,3.6
65,  fx,fx,explosions/suitcase_explosion,27.4,27.7
66,  fx,fx,misc/icbm_post_light_red,3.2,3.4
67,  fx,fx,impacts/water_leak,2.0,2.3
68,  fx,fx,smoke/car_damage_whitesmoke,1.5,1.6
69,  fx,fx,misc/laser,1.6,1.6
70,  sound,sound,artillery_explosion,1.2,1.2
71,  sound,sound,elm_metal_rattle,1.2,1.2
72,  sound,sound,mortar_incoming,1.6,1.6
73,  sound,sound,generic_death_arab_4,1.1,1.1
74,  sound,sound,pain_1,1.4,1.4
75,  sound,sound,weap_suitcase_button_press_plr,0.9,1.2
76,  xmodel,xmodel,body_mp_usmc_specops,411.4,411.9
77,  xmodel,xmodel,head_mp_usmc_tactical_mich_stripes_nomex,246.9,247.8
78,  xmodel,xmodel,body_mp_usmc_sniper,309.8,309.8
79,  xmodel,xmodel,head_mp_usmc_tactical_baseball_cap,182.5,183.0
80,  xmodel,xmodel,body_mp_usmc_recon,395.9,395.9
81,  xmodel,xmodel,head_mp_usmc_nomex,167.2,167.2
82,  xmodel,xmodel,body_mp_usmc_assault,397.0,397.0
83,  xmodel,xmodel,head_mp_usmc_tactical_mich,286.0,286.6
84,  xmodel,xmodel,body_mp_usmc_support,361.7,361.7
85,  xmodel,xmodel,head_mp_usmc_shaved_head,208.1,208.4
86,  xmodel,xmodel,body_mp_arab_regular_cqb,350.1,350.6
87,  xmodel,xmodel,head_mp_arab_regular_headwrap,150.8,151.1
88,  xmodel,xmodel,viewhands_desert_opfor,162.1,162.8
89,  xmodel,xmodel,body_mp_arab_regular_sniper,309.4,309.7
90,  xmodel,xmodel,head_mp_arab_regular_sadiq,176.1,176.4
91,  xmodel,xmodel,body_mp_arab_regular_engineer,382.9,383.1
92,  xmodel,xmodel,head_mp_arab_regular_ski_mask,108.7,109.0
93,  xmodel,xmodel,body_mp_arab_regular_assault,339.4,339.4
94,  xmodel,xmodel,head_mp_arab_regular_suren,184.9,185.2
95,  xmodel,xmodel,body_mp_arab_regular_support,271.9,271.9
96,  xmodel,xmodel,head_mp_arab_regular_asad,179.5,179.7
97,  rawfile,rawfile,maps/mp/mp_deathrun_clear.gsc,5.8,5.8
98,  rawfile,rawfile,maps/mp/mp_deathrun_clear_script.gsc,14.6,14.6
99,  rawfile,rawfile,mp_deathrun_clear,2.5,2.5
100,assetlist,assetlist,,9.6,11283.9
101,material,material,(misc),11.2,11.2
102,techset,techset,(misc),3.2,3.2
103,image,image,(misc),4.9,4.9
104,sound,sound,(misc),187.2,187.2
105,loaded_sound,loaded_sound,(misc),3.6,3.6
106,fx,fx,(misc),6.1,6.1
107,rawfile,rawfile,(misc),1.3,1.3
