index,type,type,name,usage(KB),total(KB)
61,  techset,techset,sm2/mc_l_hsm_t0c0n0,17.7,17.7
62,  techset,techset,mc_l_sm_t0c0n0s0,58.2,58.2
63,  techset,techset,mc_l_sm_t0c0n0,35.1,35.1
64,  techset,techset,mc_l_hsm_t0c0n0,20.3,20.3
65,  techset,techset,mc_l_hsm_t0c0n0s0,21.6,21.6
66,  xmodel,xmodel,mil_bunker_bed1,20.5,20.7
67,  xmodel,xmodel,mil_bunker_bed2,47.0,47.0
68,  xmodel,xmodel,mil_bunker_bed3,111.7,111.7
69,  xmodel,xmodel,ch_icbm_console,75.8,75.8
70,  xmodel,xmodel,aftermath_power_stationthing3,64.5,64.9
71,  xmodel,xmodel,me_window_bars_01,23.7,24.0
72,  xmodel,xmodel,bathroom_shampoo1,10.1,10.3
73,  xmodel,xmodel,bathroom_shampoo2,13.3,13.3
74,  xmodel,xmodel,bathroom_toilet_lid,8.3,8.3
75,  xmodel,xmodel,bathroom_plunger,13.3,13.3
76,  xmodel,xmodel,sgc_rings,152.6,152.8
77,  xmodel,xmodel,icbm_turbofan50,23.2,23.4
78,  techset,techset,sm2/wc_l_sm_r0c0,16.8,16.8
79,  techset,techset,sm2/wc_l_hsm_r0c0,8.2,8.2
80,  techset,techset,wc_l_sm_r0c0,23.3,23.3
81,  techset,techset,wc_l_hsm_r0c0,9.4,9.4
82,  techset,techset,wc_l_sm_r0c0s0,18.0,18.0
83,  techset,techset,wc_l_hsm_r0c0s0,9.2,9.2
84,  techset,techset,sm2/wc_l_sm_r0c0n0s0,14.0,14.0
85,  techset,techset,sm2/wc_l_hsm_r0c0n0,9.8,9.8
86,  techset,techset,wc_l_sm_r0c0n0s0,26.5,26.5
87,  techset,techset,wc_l_sm_r0c0n0,16.1,16.1
88,  techset,techset,wc_l_hsm_r0c0n0,10.9,10.9
89,  techset,techset,wc_l_hsm_r0c0n0s0,10.4,10.4
90,  techset,techset,sm2/wc_unlit_multiply,1.7,1.7
91,  techset,techset,wc_unlit_multiply,1.8,1.8
92,  gfx_map,gfx_map,maps/mp/mp_orban.d3dbsp,989.2,992.0
93,    map_ents,map_ents,maps/mp/mp_orban.d3dbsp,3.4,3.4
94,  col_map_sp,col_map_sp,maps/mp/mp_orban.d3dbsp,330.7,334.1
95,  rawfile,rawfile,maps/mp/_rings.gsc,6.2,6.2
96,  impactfx,impactfx,,1.6,1.6
97,  sound,sound,artillery_explosion,1.2,1.2
98,  sound,sound,elm_metal_rattle,1.2,1.2
99,  sound,sound,mortar_incoming,1.6,1.6
100,  sound,sound,generic_death_arab_4,1.1,1.1
101,  xmodel,xmodel,body_mp_usmc_specops,411.4,411.9
102,  xmodel,xmodel,head_mp_usmc_tactical_mich_stripes_nomex,246.9,247.8
103,  xmodel,xmodel,body_mp_usmc_sniper,309.8,309.8
104,  xmodel,xmodel,head_mp_usmc_tactical_baseball_cap,182.5,183.0
105,  xmodel,xmodel,body_mp_usmc_recon,395.9,395.9
106,  xmodel,xmodel,head_mp_usmc_nomex,167.2,167.2
107,  xmodel,xmodel,body_mp_usmc_assault,397.0,397.0
108,  xmodel,xmodel,head_mp_usmc_tactical_mich,286.0,286.6
109,  xmodel,xmodel,body_mp_usmc_support,361.7,361.7
110,  xmodel,xmodel,head_mp_usmc_shaved_head,208.1,208.4
111,  xmodel,xmodel,body_mp_arab_regular_cqb,350.1,350.6
112,  xmodel,xmodel,head_mp_arab_regular_headwrap,150.8,151.1
113,  xmodel,xmodel,viewhands_desert_opfor,162.1,162.8
114,  xmodel,xmodel,body_mp_arab_regular_sniper,309.4,309.7
115,  xmodel,xmodel,head_mp_arab_regular_sadiq,176.1,176.4
116,  xmodel,xmodel,body_mp_arab_regular_engineer,382.9,383.1
117,  xmodel,xmodel,head_mp_arab_regular_ski_mask,108.7,109.0
118,  xmodel,xmodel,body_mp_arab_regular_assault,339.4,339.4
119,  xmodel,xmodel,head_mp_arab_regular_suren,184.9,185.2
120,  xmodel,xmodel,body_mp_arab_regular_support,271.9,271.9
121,  xmodel,xmodel,head_mp_arab_regular_asad,179.5,179.7
122,assetlist,assetlist,,3.8,12051.3
123,material,material,(misc),15.4,15.4
124,techset,techset,(misc),3.1,3.1
125,image,image,(misc),6.2,6.2
126,sound,sound,(misc),35.5,35.5
127,loaded_sound,loaded_sound,(misc),2.5,2.5
128,fx,fx,(misc),3.1,3.1
129,rawfile,rawfile,(misc),1.3,1.3
